nationality,year,month,arrivals,annual_nationality_total,ad_year,month_num,date,monthly_share_pct
UK,2022,Nov,5165.0,45094.0,2022.0,11.0,2022-11-01,9.909633353158995
Germany,2022,Nov,2292.0,17742.0,2022.0,11.0,2022-11-01,4.397459757103663
Others,2022,Nov,14915.0,114309.0,2022.0,11.0,2022-11-01,28.616104832984785
Myanmar,2022,Nov,927.0,2427.0,2022.0,11.0,2022-11-01,1.778553749928052
Bangladesh,2022,Nov,2218.0,25383.0,2022.0,11.0,2022-11-01,4.255482435102934
Spain,2022,Nov,956.0,8349.0,2022.0,11.0,2022-11-01,1.834193511252662
Canada,2022,Nov,1184.0,9755.0,2022.0,11.0,2022-11-01,2.271637152011665
Netherlands,2022,Nov,1148.0,7515.0,2022.0,11.0,2022-11-01,2.20256710347077
Australia,2022,Nov,3375.0,26894.0,2022.0,11.0,2022-11-01,6.475317050708927
Spain,2022,Dec,587.0,8349.0,2022.0,12.0,2022-12-01,1.4144919154678426
France,2022,Dec,804.0,16933.0,2022.0,12.0,2022-12-01,1.9373960818332974
USA,2022,Dec,5769.0,77083.0,2022.0,12.0,2022-12-01,13.901539796139668
Others,2022,Dec,11182.0,114309.0,2022.0,12.0,2022-12-01,26.945227595845683
Italy,2022,Dec,826.0,6388.0,2022.0,12.0,2022-12-01,1.9904094074556016
Myanmar,2022,Dec,936.0,2427.0,2022.0,12.0,2022-12-01,2.2554760355671224
South Korea,2022,Dec,1493.0,8240.0,2022.0,12.0,2022-12-01,3.5976770524590953
Germany,2022,Dec,867.0,17742.0,2022.0,12.0,2022-12-01,2.089206968842623
Netherlands,2022,Dec,460.0,7515.0,2022.0,12.0,2022-12-01,1.108460444829996
Malaysia,2022,Dec,1586.0,9569.0,2022.0,12.0,2022-12-01,3.82177883804429
Sri Lanka,2022,Dec,666.0,4606.0,2022.0,12.0,2022-12-01,1.6048579483842984
UK,2022,Dec,3870.0,45094.0,2022.0,12.0,2022-12-01,9.32552591628714
Bangladesh,2022,Dec,3323.0,25383.0,2022.0,12.0,2022-12-01,8.007421865587123
Australia,2022,Dec,3282.0,26894.0,2022.0,12.0,2022-12-01,7.908624304200101
Canada,2022,Dec,650.0,9755.0,2022.0,12.0,2022-12-01,1.5663028024771681
China,2022,Dec,1249.0,9599.0,2022.0,12.0,2022-12-01,3.0097110773753584
Japan,2022,Dec,945.0,5714.0,2022.0,12.0,2022-12-01,2.277163305139883
Thailand,2022,Dec,3004.0,9935.0,2022.0,12.0,2022-12-01,7.238728644063712
Bangladesh,2023,Jan,2468.0,36483.0,2023.0,1.0,2023-01-01,6.3874941767172215
Others,2023,Jan,10056.0,185199.0,2023.0,1.0,2023-01-01,26.026191831875355
Germany,2023,Jan,985.0,26980.0,2023.0,1.0,2023-01-01,2.549303794192246
Netherlands,2023,Jan,437.0,10718.0,2023.0,1.0,2023-01-01,1.131010921890367
China,2023,Jan,1435.0,60878.0,2023.0,1.0,2023-01-01,3.713960349914592
Canada,2023,Jan,1001.0,14690.0,2023.0,1.0,2023-01-01,2.5907138050623737
Myanmar,2023,Jan,820.0,12929.0,2023.0,1.0,2023-01-01,2.1222630570940524
Japan,2023,Jan,643.0,16463.0,2023.0,1.0,2023-01-01,1.664164811843263
South Korea,2023,Jan,2198.0,23743.0,2023.0,1.0,2023-01-01,5.688700243283814
Spain,2023,Jan,463.0,12393.0,2023.0,1.0,2023-01-01,1.1983021895543247
USA,2023,Jan,6561.0,100355.0,2023.0,1.0,2023-01-01,16.980692582431804
Sri Lanka,2023,Jan,307.0,21851.0,2023.0,1.0,2023-01-01,0.7945545835705783
France,2023,Jan,857.0,23168.0,2023.0,1.0,2023-01-01,2.218023707231223
Malaysia,2023,Jan,675.0,18807.0,2023.0,1.0,2023-01-01,1.746984833583519
Italy,2023,Jan,414.0,12948.0,2023.0,1.0,2023-01-01,1.0714840312645584
Australia,2023,Jan,3441.0,38798.0,2023.0,1.0,2023-01-01,8.90574046275687
UK,2023,Jan,3458.0,52865.0,2023.0,1.0,2023-01-01,8.949738599306382
Thailand,2023,Jan,2419.0,25678.0,2023.0,1.0,2023-01-01,6.260676018427455
Myanmar,2023,Feb,2232.0,12929.0,2023.0,2.0,2023-02-01,4.068983118824516
France,2023,Feb,1463.0,23168.0,2023.0,2.0,2023-02-01,2.667079884785066
USA,2023,Feb,7887.0,100355.0,2023.0,2.0,2023-02-01,14.37816749917964
China,2023,Feb,2266.0,60878.0,2023.0,2.0,2023-02-01,4.130965836584387
Spain,2023,Feb,540.0,12393.0,2023.0,2.0,2023-02-01,0.9844313997156087
Thailand,2023,Feb,4802.0,25678.0,2023.0,2.0,2023-02-01,8.75414737302658
UK,2023,Feb,4345.0,52865.0,2023.0,2.0,2023-02-01,7.921026725489481
Malaysia,2023,Feb,1819.0,18807.0,2023.0,2.0,2023-02-01,3.316075400153134
Netherlands,2023,Feb,805.0,10718.0,2023.0,2.0,2023-02-01,1.4675319940204907
Sri Lanka,2023,Feb,2175.0,21851.0,2023.0,2.0,2023-02-01,3.965070915521202
Canada,2023,Feb,1369.0,14690.0,2023.0,2.0,2023-02-01,2.4957159003901266
Australia,2023,Feb,2969.0,38798.0,2023.0,2.0,2023-02-01,5.412549677325264
South Korea,2023,Feb,3246.0,23743.0,2023.0,2.0,2023-02-01,5.917526524957159
Italy,2023,Feb,649.0,12948.0,2023.0,2.0,2023-02-01,1.1831407007693149
Others,2023,Feb,13206.0,185199.0,2023.0,2.0,2023-02-01,24.074816786378385
Japan,2023,Feb,1066.0,16463.0,2023.0,2.0,2023-02-01,1.943340503883035
Germany,2023,Feb,2108.0,26980.0,2023.0,2.0,2023-02-01,3.842928501112043
Bangladesh,2023,Feb,1907.0,36483.0,2023.0,2.0,2023-02-01,3.4765012578845664
China,2023,Mar,2635.0,60878.0,2023.0,3.0,2023-03-01,3.5843025232945656
Japan,2023,Mar,1677.0,16463.0,2023.0,3.0,2023-03-01,2.2811671087533156
Italy,2023,Mar,1219.0,12948.0,2023.0,3.0,2023-03-01,1.6581650003400665
Germany,2023,Mar,4149.0,26980.0,2023.0,3.0,2023-03-01,5.643746174250153
South Korea,2023,Mar,2640.0,23743.0,2023.0,3.0,2023-03-01,3.5911038563558457
Thailand,2023,Mar,3829.0,25678.0,2023.0,3.0,2023-03-01,5.208460858328232
Malaysia,2023,Mar,1663.0,18807.0,2023.0,3.0,2023-03-01,2.2621233761817314
Australia,2023,Mar,3635.0,38798.0,2023.0,3.0,2023-03-01,4.944569135550568
Netherlands,2023,Mar,1402.0,10718.0,2023.0,3.0,2023-03-01,1.907093790382915
USA,2023,Mar,9557.0,100355.0,2023.0,3.0,2023-03-01,13.000068013330612
Spain,2023,Mar,1183.0,12393.0,2023.0,3.0,2023-03-01,1.6091954022988506
Bangladesh,2023,Mar,2466.0,36483.0,2023.0,3.0,2023-03-01,3.3544174658233015
Myanmar,2023,Mar,2188.0,12929.0,2023.0,3.0,2023-03-01,2.976263347616133
Others,2023,Mar,20524.0,185199.0,2023.0,3.0,2023-03-01,27.918111949942187
France,2023,Mar,3009.0,23168.0,2023.0,3.0,2023-03-01,4.09304223627831
Sri Lanka,2023,Mar,3898.0,21851.0,2023.0,3.0,2023-03-01,5.302319254573897
Canada,2023,Mar,1708.0,14690.0,2023.0,3.0,2023-03-01,2.3233353737332516
UK,2023,Mar,6133.0,52865.0,2023.0,3.0,2023-03-01,8.34251513296606
Australia,2023,Apr,3828.0,38798.0,2023.0,4.0,2023-04-01,5.68492336937151
Germany,2023,Apr,3245.0,26980.0,2023.0,4.0,2023-04-01,4.819116074610907
Netherlands,2023,Apr,1285.0,10718.0,2023.0,4.0,2023-04-01,1.9083402637519307
Malaysia,2023,Apr,2000.0,18807.0,2023.0,4.0,2023-04-01,2.9701793988356897
Sri Lanka,2023,Apr,747.0,21851.0,2023.0,4.0,2023-04-01,1.10936200546513
Thailand,2023,Apr,2103.0,25678.0,2023.0,4.0,2023-04-01,3.1231436378757276
Bangladesh,2023,Apr,2217.0,36483.0,2023.0,4.0,2023-04-01,3.2924438636093623
China,2023,Apr,4771.0,60878.0,2023.0,4.0,2023-04-01,7.0853629559225375
UK,2023,Apr,5409.0,52865.0,2023.0,4.0,2023-04-01,8.032850184151123
USA,2023,Apr,8413.0,100355.0,2023.0,4.0,2023-04-01,12.494059641202329
France,2023,Apr,3211.0,23168.0,2023.0,4.0,2023-04-01,4.7686230248307
Italy,2023,Apr,1435.0,12948.0,2023.0,4.0,2023-04-01,2.1311037186646073
Canada,2023,Apr,1672.0,14690.0,2023.0,4.0,2023-04-01,2.4830699774266365
Japan,2023,Apr,1312.0,16463.0,2023.0,4.0,2023-04-01,1.9484376856362124
Others,2023,Apr,21633.0,185199.0,2023.0,4.0,2023-04-01,32.12694546750623
South Korea,2023,Apr,1544.0,23743.0,2023.0,4.0,2023-04-01,2.2929784959011523
Spain,2023,Apr,1172.0,12393.0,2023.0,4.0,2023-04-01,1.7405251277177143
Myanmar,2023,Apr,1339.0,12929.0,2023.0,4.0,2023-04-01,1.9885351075204942
China,2023,May,4667.0,60878.0,2023.0,5.0,2023-05-01,11.347500486286714
Australia,2023,May,2184.0,38798.0,2023.0,5.0,2023-05-01,5.310250923944758
UK,2023,May,2927.0,52865.0,2023.0,5.0,2023-05-01,7.116806068858199
France,2023,May,1097.0,23168.0,2023.0,5.0,2023-05-01,2.667282629838553
Italy,2023,May,614.0,12948.0,2023.0,5.0,2023-05-01,1.4929002139661545
Bangladesh,2023,May,2164.0,36483.0,2023.0,5.0,2023-05-01,5.261622252480063
Thailand,2023,May,517.0,25678.0,2023.0,5.0,2023-05-01,1.257051157362381
Malaysia,2023,May,1321.0,18807.0,2023.0,5.0,2023-05-01,3.2119237502431432
Others,2023,May,11249.0,185199.0,2023.0,5.0,2023-05-01,27.351196265318034
Spain,2023,May,590.0,12393.0,2023.0,5.0,2023-05-01,1.4345458082085198
Netherlands,2023,May,542.0,10718.0,2023.0,5.0,2023-05-01,1.3178369966932504
Myanmar,2023,May,91.0,12929.0,2023.0,5.0,2023-05-01,0.2212604551643649
Canada,2023,May,1031.0,14690.0,2023.0,5.0,2023-05-01,2.5068080140050575
Japan,2023,May,913.0,16463.0,2023.0,5.0,2023-05-01,2.2198988523633534
Sri Lanka,2023,May,471.0,21851.0,2023.0,5.0,2023-05-01,1.145205212993581
Germany,2023,May,1165.0,26980.0,2023.0,5.0,2023-05-01,2.8326201128185176
USA,2023,May,8546.0,100355.0,2023.0,5.0,2023-05-01,20.779031316864423
South Korea,2023,May,1039.0,23743.0,2023.0,5.0,2023-05-01,2.5262594825909357
Others,2023,Jun,8419.0,185199.0,2023.0,6.0,2023-06-01,25.202813950007485
Australia,2023,Jun,1639.0,38798.0,2023.0,6.0,2023-06-01,4.906451130070349
Bangladesh,2023,Jun,2402.0,36483.0,2023.0,6.0,2023-06-01,7.190540338272713
South Korea,2023,Jun,888.0,23743.0,2023.0,6.0,2023-06-01,2.65828468792097
Germany,2023,Jun,514.0,26980.0,2023.0,6.0,2023-06-01,1.5386918126029037
Japan,2023,Jun,764.0,16463.0,2023.0,6.0,2023-06-01,2.287082772040114
Myanmar,2023,Jun,115.0,12929.0,2023.0,6.0,2023-06-01,0.3442598413411166
Spain,2023,Jun,372.0,12393.0,2023.0,6.0,2023-06-01,1.1136057476425685
Canada,2023,Jun,593.0,14690.0,2023.0,6.0,2023-06-01,1.775183355785062
Malaysia,2023,Jun,1079.0,18807.0,2023.0,6.0,2023-06-01,3.2300553809309984
Thailand,2023,Jun,442.0,25678.0,2023.0,6.0,2023-06-01,1.3231552162849873
Netherlands,2023,Jun,220.0,10718.0,2023.0,6.0,2023-06-01,0.6585840443047447
Italy,2023,Jun,220.0,12948.0,2023.0,6.0,2023-06-01,0.6585840443047447
Sri Lanka,2023,Jun,320.0,21851.0,2023.0,6.0,2023-06-01,0.9579404280796289
USA,2023,Jun,8470.0,100355.0,2023.0,6.0,2023-06-01,25.355485705732672
UK,2023,Jun,1991.0,52865.0,2023.0,6.0,2023-06-01,5.96018560095794
France,2023,Jun,614.0,23168.0,2023.0,6.0,2023-06-01,1.8380481963777877
China,2023,Jun,4343.0,60878.0,2023.0,6.0,2023-06-01,13.001047747343211
China,2023,Jul,5695.0,60878.0,2023.0,7.0,2023-07-01,15.65894030630482
Canada,2023,Jul,653.0,14690.0,2023.0,7.0,2023-07-01,1.7954851659380242
Japan,2023,Jul,871.0,16463.0,2023.0,7.0,2023-07-01,2.394896752728972
UK,2023,Jul,3630.0,52865.0,2023.0,7.0,2023-07-01,9.981027798399737
Others,2023,Jul,8911.0,185199.0,2023.0,7.0,2023-07-01,24.501636008688717
Malaysia,2023,Jul,998.0,18807.0,2023.0,7.0,2023-07-01,2.7440952459512222
USA,2023,Jul,5561.0,100355.0,2023.0,7.0,2023-07-01,15.290494652038825
Italy,2023,Jul,604.0,12948.0,2023.0,7.0,2023-07-01,1.6607550386318017
Germany,2023,Jul,637.0,26980.0,2023.0,7.0,2023-07-01,1.75149165498089
Bangladesh,2023,Jul,2694.0,36483.0,2023.0,7.0,2023-07-01,7.4074074074074066
Thailand,2023,Jul,579.0,25678.0,2023.0,7.0,2023-07-01,1.59201517776128
France,2023,Jul,996.0,23168.0,2023.0,7.0,2023-07-01,2.7385960570815806
South Korea,2023,Jul,1375.0,23743.0,2023.0,7.0,2023-07-01,3.780692347878688
Australia,2023,Jul,1102.0,38798.0,2023.0,7.0,2023-07-01,3.030053067172592
Spain,2023,Jul,826.0,12393.0,2023.0,7.0,2023-07-01,2.2711650031620336
Sri Lanka,2023,Jul,484.0,21851.0,2023.0,7.0,2023-07-01,1.330803706453298
Netherlands,2023,Jul,602.0,10718.0,2023.0,7.0,2023-07-01,1.6552558497621601
Myanmar,2023,Jul,151.0,12929.0,2023.0,7.0,2023-07-01,0.41518875965795043
Canada,2023,Aug,640.0,14690.0,2023.0,8.0,2023-08-01,1.5807152736613317
Bangladesh,2023,Aug,3190.0,36483.0,2023.0,8.0,2023-08-01,7.8788776921557
Thailand,2023,Aug,483.0,25678.0,2023.0,8.0,2023-08-01,1.1929460580912863
Italy,2023,Aug,1496.0,12948.0,2023.0,8.0,2023-08-01,3.694921952183363
Sri Lanka,2023,Aug,3858.0,21851.0,2023.0,8.0,2023-08-01,9.528749259039715
Germany,2023,Aug,875.0,26980.0,2023.0,8.0,2023-08-01,2.161134163208852
Japan,2023,Aug,1520.0,16463.0,2023.0,8.0,2023-08-01,3.754198774945663
Spain,2023,Aug,1588.0,12393.0,2023.0,8.0,2023-08-01,3.9221497727721792
France,2023,Aug,822.0,23168.0,2023.0,8.0,2023-08-01,2.030231179608773
Netherlands,2023,Aug,563.0,10718.0,2023.0,8.0,2023-08-01,1.3905354672989527
UK,2023,Aug,2711.0,52865.0,2023.0,8.0,2023-08-01,6.695811104524798
South Korea,2023,Aug,1099.0,23743.0,2023.0,8.0,2023-08-01,2.7143845089903182
Myanmar,2023,Aug,78.0,12929.0,2023.0,8.0,2023-08-01,0.19264967397747482
China,2023,Aug,5025.0,60878.0,2023.0,8.0,2023-08-01,12.41108476585655
Others,2023,Aug,9376.0,185199.0,2023.0,8.0,2023-08-01,23.15747875913851
USA,2023,Aug,4629.0,100355.0,2023.0,8.0,2023-08-01,11.433017190278601
Malaysia,2023,Aug,1188.0,18807.0,2023.0,8.0,2023-08-01,2.934202726733847
Australia,2023,Aug,1347.0,38798.0,2023.0,8.0,2023-08-01,3.3269116775340843
Malaysia,2023,Sep,1666.0,18807.0,2023.0,9.0,2023-09-01,2.6733848968195386
UK,2023,Sep,3640.0,52865.0,2023.0,9.0,2023-09-01,5.841009018261176
Germany,2023,Sep,2851.0,26980.0,2023.0,9.0,2023-09-01,4.57492217336885
Italy,2023,Sep,931.0,12948.0,2023.0,9.0,2023-09-01,1.4939503835168009
Japan,2023,Sep,1436.0,16463.0,2023.0,9.0,2023-09-01,2.3043101511601787
Australia,2023,Sep,3685.0,38798.0,2023.0,9.0,2023-09-01,5.913219294585834
Sri Lanka,2023,Sep,3011.0,21851.0,2023.0,9.0,2023-09-01,4.831669822523187
Canada,2023,Sep,1109.0,14690.0,2023.0,9.0,2023-09-01,1.7795821432010015
Bangladesh,2023,Sep,3716.0,36483.0,2023.0,9.0,2023-09-01,5.962964151609486
Thailand,2023,Sep,720.0,25678.0,2023.0,9.0,2023-09-01,1.1553644211945184
Netherlands,2023,Sep,891.0,10718.0,2023.0,9.0,2023-09-01,1.4297634712282166
France,2023,Sep,1682.0,23168.0,2023.0,9.0,2023-09-01,2.6990596617349722
Others,2023,Sep,18085.0,185199.0,2023.0,9.0,2023-09-01,29.020507718476203
Myanmar,2023,Sep,126.0,12929.0,2023.0,9.0,2023-09-01,0.20218877370904073
South Korea,2023,Sep,2018.0,23743.0,2023.0,9.0,2023-09-01,3.2382297249590812
China,2023,Sep,8169.0,60878.0,2023.0,9.0,2023-09-01,13.10857216213614
USA,2023,Sep,7364.0,100355.0,2023.0,9.0,2023-09-01,11.81681055232838
Spain,2023,Sep,1218.0,12393.0,2023.0,9.0,2023-09-01,1.9544914791873937
Netherlands,2023,Oct,2081.0,10718.0,2023.0,10.0,2023-10-01,2.1056998593501777
Bangladesh,2023,Oct,4292.0,36483.0,2023.0,10.0,2023-10-01,4.342942718083115
Australia,2023,Oct,6075.0,38798.0,2023.0,10.0,2023-10-01,6.147105548078966
Malaysia,2023,Oct,2019.0,18807.0,2023.0,10.0,2023-10-01,2.0429639673368616
South Korea,2023,Oct,2449.0,23743.0,2023.0,10.0,2023-10-01,2.4780677345259896
Italy,2023,Oct,2467.0,12948.0,2023.0,10.0,2023-10-01,2.4962813805943718
Thailand,2023,Oct,1289.0,25678.0,2023.0,10.0,2023-10-01,1.3042994323413641
UK,2023,Oct,8218.0,52865.0,2023.0,10.0,2023-10-01,8.31554129944246
Myanmar,2023,Oct,752.0,12929.0,2023.0,10.0,2023-10-01,0.7609256579679642
Spain,2023,Oct,2353.0,12393.0,2023.0,10.0,2023-10-01,2.380928288827952
USA,2023,Oct,14878.0,100355.0,2023.0,10.0,2023-10-01,15.054590344743845
France,2023,Oct,5270.0,23168.0,2023.0,10.0,2023-10-01,5.332550821131877
Sri Lanka,2023,Oct,2507.0,21851.0,2023.0,10.0,2023-10-01,2.536756149635221
Others,2023,Oct,27090.0,185199.0,2023.0,10.0,2023-10-01,27.411537332915092
China,2023,Oct,6880.0,60878.0,2023.0,10.0,2023-10-01,6.961660275026056
Canada,2023,Oct,2442.0,14690.0,2023.0,10.0,2023-10-01,2.470984649943841
Japan,2023,Oct,1850.0,16463.0,2023.0,10.0,2023-10-01,1.8719580681392738
Germany,2023,Oct,5915.0,26980.0,2023.0,10.0,2023-10-01,5.9852064719155695
Japan,2023,Nov,2072.0,16463.0,2023.0,11.0,2023-11-01,2.4611875942841532
Myanmar,2023,Nov,2505.0,12929.0,2023.0,11.0,2023-11-01,2.975518785560716
Australia,2023,Nov,5060.0,38798.0,2023.0,11.0,2023-11-01,6.0104291636475935
Italy,2023,Nov,1686.0,12948.0,2023.0,11.0,2023-11-01,2.0026844999821822
Others,2023,Nov,20433.0,185199.0,2023.0,11.0,2023-11-01,24.27096820174136
South Korea,2023,Nov,2885.0,23743.0,2023.0,11.0,2023-11-01,3.426894888759547
Bangladesh,2023,Nov,3761.0,36483.0,2023.0,11.0,2023-11-01,4.467435589817905
Spain,2023,Nov,1404.0,12393.0,2023.0,11.0,2023-11-01,1.6677159181346288
Malaysia,2023,Nov,2388.0,18807.0,2023.0,11.0,2023-11-01,2.8365424590494968
Thailand,2023,Nov,3962.0,25678.0,2023.0,11.0,2023-11-01,4.706189791773077
Netherlands,2023,Nov,1299.0,10718.0,2023.0,11.0,2023-11-01,1.5429935738296885
France,2023,Nov,3205.0,23168.0,2023.0,11.0,2023-11-01,3.807001080926984
USA,2023,Nov,11461.0,100355.0,2023.0,11.0,2023-11-01,13.613740838846851
Sri Lanka,2023,Nov,3227.0,21851.0,2023.0,11.0,2023-11-01,3.8331333816384956
China,2023,Nov,7621.0,60878.0,2023.0,11.0,2023-11-01,9.052466532837611
Canada,2023,Nov,1570.0,14690.0,2023.0,11.0,2023-11-01,1.8648960053214865
Germany,2023,Nov,3512.0,26980.0,2023.0,11.0,2023-11-01,4.1716654590376185
UK,2023,Nov,6136.0,52865.0,2023.0,11.0,2023-11-01,7.2885362348106
Thailand,2023,Dec,4533.0,25678.0,2023.0,12.0,2023-12-01,7.0958955574340195
USA,2023,Dec,7028.0,100355.0,2023.0,12.0,2023-12-01,11.001534078457155
UK,2023,Dec,4267.0,52865.0,2023.0,12.0,2023-12-01,6.6795028333489865
Others,2023,Dec,16217.0,185199.0,2023.0,12.0,2023-12-01,25.385867693559998
Japan,2023,Dec,2339.0,16463.0,2023.0,12.0,2023-12-01,3.6614382768228917
Germany,2023,Dec,1024.0,26980.0,2023.0,12.0,2023-12-01,1.6029554491092952
Myanmar,2023,Dec,2532.0,12929.0,2023.0,12.0,2023-12-01,3.9635578097116557
Sri Lanka,2023,Dec,846.0,21851.0,2023.0,12.0,2023-12-01,1.3243167089320935
China,2023,Dec,7371.0,60878.0,2023.0,12.0,2023-12-01,11.538461538461538
Spain,2023,Dec,684.0,12393.0,2023.0,12.0,2023-12-01,1.0707241476472247
Australia,2023,Dec,3834.0,38798.0,2023.0,12.0,2023-12-01,6.001690617075233
Netherlands,2023,Dec,591.0,10718.0,2023.0,12.0,2023-12-01,0.9251432328355406
Malaysia,2023,Dec,1991.0,18807.0,2023.0,12.0,2023-12-01,3.116683885914655
France,2023,Dec,942.0,23168.0,2023.0,12.0,2023-12-01,1.47459378228609
Italy,2023,Dec,1213.0,12948.0,2023.0,12.0,2023-12-01,1.8988134372749759
Bangladesh,2023,Dec,5206.0,36483.0,2023.0,12.0,2023-12-01,8.149400457092765
Canada,2023,Dec,902.0,14690.0,2023.0,12.0,2023-12-01,1.4119783350552582
South Korea,2023,Dec,2362.0,23743.0,2023.0,12.0,2023-12-01,3.6974421589806203
Sri Lanka,2024,Jan,493.0,30227.0,2024.0,1.0,2024-01-01,1.1736418606865686
Malaysia,2024,Jan,939.0,20953.0,2024.0,1.0,2024-01-01,2.2353949435794886
Canada,2024,Jan,929.0,16073.0,2024.0,1.0,2024-01-01,2.21158882064467
Bangladesh,2024,Jan,3629.0,48849.0,2024.0,1.0,2024-01-01,8.639242013045756
UK,2024,Jan,3276.0,54765.0,2024.0,1.0,2024-01-01,7.798885873446651
USA,2024,Jan,7048.0,111217.0,2024.0,1.0,2024-01-01,16.778555444460316
Thailand,2024,Jan,4618.0,30746.0,2024.0,1.0,2024-01-01,10.993667571299339
South Korea,2024,Jan,3812.0,27068.0,2024.0,1.0,2024-01-01,9.074894062752941
Japan,2024,Jan,1568.0,22854.0,2024.0,1.0,2024-01-01,3.7328000761795934
Spain,2024,Jan,521.0,13968.0,2024.0,1.0,2024-01-01,1.2402990049040612
China,2024,Jan,7269.0,101874.0,2024.0,1.0,2024-01-01,17.304670761319812
Australia,2024,Jan,3421.0,43978.0,2024.0,1.0,2024-01-01,8.144074656001523
Netherlands,2024,Jan,492.0,11391.0,2024.0,1.0,2024-01-01,1.1712612483930867
Germany,2024,Jan,1282.0,29799.0,2024.0,1.0,2024-01-01,3.0519449602437745
Italy,2024,Jan,517.0,14472.0,2024.0,1.0,2024-01-01,1.2307765557301338
France,2024,Jan,970.0,25118.0,2024.0,1.0,2024-01-01,2.309193924677427
Myanmar,2024,Jan,1222.0,12910.0,2024.0,1.0,2024-01-01,2.909108222634862
Thailand,2024,Feb,4799.0,30746.0,2024.0,2.0,2024-02-01,8.61966771441401
Myanmar,2024,Feb,2919.0,12910.0,2024.0,2.0,2024-02-01,5.242927705433319
Germany,2024,Feb,2494.0,29799.0,2024.0,2.0,2024-02-01,4.479568926807364
Malaysia,2024,Feb,1815.0,20953.0,2024.0,2.0,2024-02-01,3.259991019308487
USA,2024,Feb,9088.0,111217.0,2024.0,2.0,2024-02-01,16.323304894476877
France,2024,Feb,1697.0,25118.0,2024.0,2.0,2024-02-01,3.0480466995958686
South Korea,2024,Feb,2351.0,27068.0,2024.0,2.0,2024-02-01,4.222721149528514
Spain,2024,Feb,787.0,13968.0,2024.0,2.0,2024-02-01,1.4135608441850023
Sri Lanka,2024,Feb,3683.0,30227.0,2024.0,2.0,2024-02-01,6.6151773686573865
Italy,2024,Feb,805.0,14472.0,2024.0,2.0,2024-02-01,1.4458913336326897
Canada,2024,Feb,1358.0,16073.0,2024.0,2.0,2024-02-01,2.439155814997755
UK,2024,Feb,4571.0,54765.0,2024.0,2.0,2024-02-01,8.210148181409968
Netherlands,2024,Feb,1026.0,11391.0,2024.0,2.0,2024-02-01,1.842837898518186
Bangladesh,2024,Feb,4099.0,48849.0,2024.0,2.0,2024-02-01,7.362370902559497
China,2024,Feb,9180.0,101874.0,2024.0,2.0,2024-02-01,16.48854961832061
Japan,2024,Feb,2027.0,22854.0,2024.0,2.0,2024-02-01,3.6407723394701392
Australia,2024,Feb,2976.0,43978.0,2024.0,2.0,2024-02-01,5.345307588684329
Italy,2024,Mar,1581.0,14472.0,2024.0,3.0,2024-03-01,2.148302148302148
France,2024,Mar,3240.0,25118.0,2024.0,3.0,2024-03-01,4.402592637886755
Canada,2024,Mar,1851.0,16073.0,2024.0,3.0,2024-03-01,2.5151848681260445
Netherlands,2024,Mar,1563.0,11391.0,2024.0,3.0,2024-03-01,2.123843300313889
South Korea,2024,Mar,2888.0,27068.0,2024.0,3.0,2024-03-01,3.924286277227454
China,2024,Mar,12093.0,101874.0,2024.0,3.0,2024-03-01,16.432269373445845
Sri Lanka,2024,Mar,5741.0,30227.0,2024.0,3.0,2024-03-01,7.801013683366624
Thailand,2024,Mar,4568.0,30746.0,2024.0,3.0,2024-03-01,6.2071120894650305
Myanmar,2024,Mar,3131.0,12910.0,2024.0,3.0,2024-03-01,4.2544807250689605
USA,2024,Mar,10763.0,111217.0,2024.0,3.0,2024-03-01,14.625032272091095
Malaysia,2024,Mar,2198.0,20953.0,2024.0,3.0,2024-03-01,2.986697104344163
Australia,2024,Mar,4345.0,43978.0,2024.0,3.0,2024-03-01,5.904094139388257
Bangladesh,2024,Mar,2946.0,48849.0,2024.0,3.0,2024-03-01,4.00309812074518
UK,2024,Mar,7241.0,54765.0,2024.0,3.0,2024-03-01,9.839251015721603
Germany,2024,Mar,5254.0,29799.0,2024.0,3.0,2024-03-01,7.139265962795374
Spain,2024,Mar,1542.0,13968.0,2024.0,3.0,2024-03-01,2.095307977660919
Japan,2024,Mar,2648.0,22854.0,2024.0,3.0,2024-03-01,3.598168304050657
UK,2024,Apr,5390.0,54765.0,2024.0,4.0,2024-04-01,9.524314390726603
Bangladesh,2024,Apr,4003.0,48849.0,2024.0,4.0,2024-04-01,7.073437941758552
Germany,2024,Apr,3271.0,29799.0,2024.0,4.0,2024-04-01,5.7799689001979075
Japan,2024,Apr,2073.0,22854.0,2024.0,4.0,2024-04-01,3.6630619168787106
Malaysia,2024,Apr,2310.0,20953.0,2024.0,4.0,2024-04-01,4.0818490245971155
Myanmar,2024,Apr,1184.0,12910.0,2024.0,4.0,2024-04-01,2.092168504382245
Canada,2024,Apr,1637.0,16073.0,2024.0,4.0,2024-04-01,2.8926350014136273
Italy,2024,Apr,1993.0,14472.0,2024.0,4.0,2024-04-01,3.5216991800961264
France,2024,Apr,3753.0,25118.0,2024.0,4.0,2024-04-01,6.6316793893129775
Netherlands,2024,Apr,1300.0,11391.0,2024.0,4.0,2024-04-01,2.297144472716992
Australia,2024,Apr,4110.0,43978.0,2024.0,4.0,2024-04-01,7.262510602205259
South Korea,2024,Apr,1980.0,27068.0,2024.0,4.0,2024-04-01,3.498727735368957
